* id done with page_titles sitelinks. 128513 titles. 0:00:14.424291
* ie done with page_titles sitelinks. 4947 titles. 0:00:12.358596
* ig done with page_titles sitelinks. 2507 titles. 0:00:11.320553
* ii done with page_titles sitelinks. 30 titles. 0:00:11.220346
* ik done with page_titles sitelinks. 498 titles. 0:00:11.463386
* ilo done with page_titles sitelinks. 10179 titles. 0:00:11.291536
* inh done with page_titles sitelinks. 1601 titles. 0:00:10.898787
* io done with page_titles sitelinks. 19103 titles. 0:00:11.458299
* is done with page_titles sitelinks. 24708 titles. 0:00:11.274143
* it done with page_titles sitelinks. 275810 titles. 0:00:20.319061
502660 intersections calculated.
* iu done with page_titles sitelinks. 792 titles. 0:00:12.451908
* ja done with page_titles sitelinks. 150142 titles. 0:00:18.969447
* jam done with page_titles sitelinks. 2444 titles. 0:00:11.544019
* jbo done with page_titles sitelinks. 2080 titles. 0:00:11.019037
* jv done with page_titles sitelinks. 30053 titles. 0:00:11.506007
* ka done with page_titles sitelinks. 58531 titles. 0:00:11.879540
* kaa done with page_titles sitelinks. 2547 titles. 0:00:10.879327
* kab done with page_titles sitelinks. 4323 titles. 0:00:11.332067
* kbd done with page_titles sitelinks. 1525 titles. 0:00:11.518070
* kbp done with page_titles sitelinks. 2949 titles. 0:00:12.203303
* kg done with page_titles sitelinks. 1475 titles. 0:00:11.235259
* ki done with page_titles sitelinks. 1157 titles. 0:00:10.856664
* kj done with page_titles sitelinks. 6 titles. 0:00:11.269658
* kk done with page_titles sitelinks. 50804 titles. 0:00:12.433534
* kl done with page_titles sitelinks. 1580 titles. 0:00:10.865441
* km done with page_titles sitelinks. 3805 titles. 0:00:10.979565
* kn done with page_titles sitelinks. 18020 titles. 0:00:11.093825
* ko done with page_titles sitelinks. 112498 titles. 0:00:14.906509
* koi done with page_titles sitelinks. 1596 titles. 0:00:11.317067
* kr done with page_titles sitelinks. 2 titles. 0:00:10.667474
502660 intersections calculated.
* krc done with page_titles sitelinks. 2234 titles. 0:00:12.071651
* ks done with page_titles sitelinks. 925 titles. 0:00:10.915130
* ksh done with page_titles sitelinks. 2697 titles. 0:00:11.055321
* ku done with page_titles sitelinks. 13853 titles. 0:00:11.923807
* kv done with page_titles sitelinks. 4408 titles. 0:00:11.187385
* kw done with page_titles sitelinks. 4144 titles. 0:00:10.953814
* ky done with page_titles sitelinks. 19388 titles. 0:00:11.367222
* la done with page_titles sitelinks. 49797 titles. 0:00:11.691100
* lad done with page_titles sitelinks. 3207 titles. 0:00:10.822379
* lb done with page_titles sitelinks. 24776 titles. 0:00:11.209873
* lbe done with page_titles sitelinks. 1116 titles. 0:00:10.885277
* lez done with page_titles sitelinks. 3582 titles. 0:00:10.994174
* lg done with page_titles sitelinks. 1038 titles. 0:00:11.283574
* li done with page_titles sitelinks. 9813 titles. 0:00:11.203006
* lfn done with page_titles sitelinks. 4407 titles. 0:00:11.444225
* lij done with page_titles sitelinks. 4090 titles. 0:00:11.312846
* lmo done with page_titles sitelinks. 22124 titles. 0:00:11.491223
* ln done with page_titles sitelinks. 3380 titles. 0:00:10.803229
* lo done with page_titles sitelinks. 3225 titles. 0:00:10.851568
* lrc done with page_titles sitelinks. 1675 titles. 0:00:11.276887
502660 intersections calculated.
* lt done with page_titles sitelinks. 67209 titles. 0:00:14.490545
* ltg done with page_titles sitelinks. 1008 titles. 0:00:11.207412
* lv done with page_titles sitelinks. 43963 titles. 0:00:11.819422
* mai done with page_titles sitelinks. 12178 titles. 0:00:11.800704
* map_bms done with page_titles sitelinks. 7157 titles. 0:00:11.493132
* mdf done with page_titles sitelinks. 1199 titles. 0:00:11.362098
* mg done with page_titles sitelinks. 24851 titles. 0:00:11.435038
* mh done with page_titles sitelinks. 16 titles. 0:00:12.087140
* mhr done with page_titles sitelinks. 4440 titles. 0:00:10.937950
* mi done with page_titles sitelinks. 1882 titles. 0:00:10.769233
* min done with page_titles sitelinks. 6095 titles. 0:00:11.568180
* mk done with page_titles sitelinks. 41532 titles. 0:00:11.694836
* ml done with page_titles sitelinks. 39505 titles. 0:00:11.907957
* mn done with page_titles sitelinks. 14147 titles. 0:00:11.114331
* mr done with page_titles sitelinks. 32948 titles. 0:00:13.175429
* mrj done with page_titles sitelinks. 3884 titles. 0:00:11.363731
* ms done with page_titles sitelinks. 102901 titles. 0:00:13.800420
* mt done with page_titles sitelinks. 3940 titles. 0:00:11.334773
* mus done with page_titles sitelinks. 3 titles. 0:00:10.749306
* mwl done with page_titles sitelinks. 3857 titles. 0:00:11.572819
502660 intersections calculated.
* my done with page_titles sitelinks. 11730 titles. 0:00:11.117060
* myv done with page_titles sitelinks. 3892 titles. 0:00:10.808494
* mzn done with page_titles sitelinks. 6069 titles. 0:00:10.961635
* na done with page_titles sitelinks. 1782 titles. 0:00:10.738025
* nah done with page_titles sitelinks. 4626 titles. 0:00:10.815901
* zh_min_nan done with page_titles sitelinks. 77891 titles. 0:00:12.665861
* nap done with page_titles sitelinks. 10042 titles. 0:00:11.434788
* nds done with page_titles sitelinks. 13186 titles. 0:00:11.266757
* nds_nl done with page_titles sitelinks. 5170 titles. 0:00:11.175321
* ne done with page_titles sitelinks. 18136 titles. 0:00:11.585169
* new done with page_titles sitelinks. 10859 titles. 0:00:11.306125
* ng done with page_titles sitelinks. 77 titles. 0:00:11.557564
* nl done with page_titles sitelinks. 220366 titles. 0:00:24.552324
* nn done with page_titles sitelinks. 52201 titles. 0:00:12.649400
* no done with page_titles sitelinks. 129830 titles. 0:00:14.740638
* nov done with page_titles sitelinks. 2416 titles. 0:00:11.028158
* nrm done with page_titles sitelinks. 3416 titles. 0:00:11.247871
* nso done with page_titles sitelinks. 4691 titles. 0:00:11.655072
* nv done with page_titles sitelinks. 2333 titles. 0:00:11.799544
* ny done with page_titles sitelinks. 749 titles. 0:00:10.847748
502660 intersections calculated.
* oc done with page_titles sitelinks. 30626 titles. 0:00:12.273543
* olo done with page_titles sitelinks. 3313 titles. 0:00:10.943008
* om done with page_titles sitelinks. 1251 titles. 0:00:10.803915
* or done with page_titles sitelinks. 11851 titles. 0:00:10.915680
* os done with page_titles sitelinks. 7221 titles. 0:00:10.896153
* pa done with page_titles sitelinks. 27902 titles. 0:00:12.222265
* pag done with page_titles sitelinks. 3100 titles. 0:00:11.345876
* pam done with page_titles sitelinks. 7557 titles. 0:00:11.030754
* pap done with page_titles sitelinks. 2310 titles. 0:00:10.811203
* pcd done with page_titles sitelinks. 2661 titles. 0:00:10.802894
* pdc done with page_titles sitelinks. 1770 titles. 0:00:10.840787
* pfl done with page_titles sitelinks. 953 titles. 0:00:11.064639
* pi done with page_titles sitelinks. 1426 titles. 0:00:11.107136
* pih done with page_titles sitelinks. 1542 titles. 0:00:10.799541
* pl done with page_titles sitelinks. 254866 titles. 0:00:21.820092
* pms done with page_titles sitelinks. 20702 titles. 0:00:11.868256
* pnb done with page_titles sitelinks. 32041 titles. 0:00:11.246386
* pnt done with page_titles sitelinks. 840 titles. 0:00:10.867343
* ps done with page_titles sitelinks. 8195 titles. 0:00:11.449097
* pt done with page_titles sitelinks. 203953 titles. 0:00:15.753665
502660 intersections calculated.
* qu done with page_titles sitelinks. 14508 titles. 0:00:12.314781
* rm done with page_titles sitelinks. 4124 titles. 0:00:11.283043
* rmy done with page_titles sitelinks. 739 titles. 0:00:11.050813
* rn done with page_titles sitelinks. 459 titles. 0:00:11.070719
* ro done with page_titles sitelinks. 104143 titles. 0:00:13.422662
* roa_rup done with page_titles sitelinks. 1794 titles. 0:00:11.456659
* roa_tara done with page_titles sitelinks. 7080 titles. 0:00:11.394014
* ru done with page_titles sitelinks. 291935 titles. 0:00:19.380279
* rue done with page_titles sitelinks. 5655 titles. 0:00:11.707841
* rw done with page_titles sitelinks. 2453 titles. 0:00:11.239506
* sa done with page_titles sitelinks. 9401 titles. 0:00:11.709935
* sah done with page_titles sitelinks. 7642 titles. 0:00:11.877902
* sc done with page_titles sitelinks. 6065 titles. 0:00:11.530804
* scn done with page_titles sitelinks. 17711 titles. 0:00:11.439428
* sco done with page_titles sitelinks. 37398 titles. 0:00:11.393517
* sd done with page_titles sitelinks. 9329 titles. 0:00:11.692757
* se done with page_titles sitelinks. 6629 titles. 0:00:11.465065
* sg done with page_titles sitelinks. 621 titles. 0:00:11.495038
* sh done with page_titles sitelinks. 85099 titles. 0:00:13.047874
* si done with page_titles sitelinks. 9388 titles. 0:00:11.254335
502660 intersections calculated.
* simple done with page_titles sitelinks. 80534 titles. 0:00:13.181485
* sk done with page_titles sitelinks. 55894 titles. 0:00:12.274291
* sl done with page_titles sitelinks. 52151 titles. 0:00:12.010214
* sm done with page_titles sitelinks. 1737 titles. 0:00:11.135514
* sn done with page_titles sitelinks. 2339 titles. 0:00:10.852043
* so done with page_titles sitelinks. 4881 titles. 0:00:10.844035
* sq done with page_titles sitelinks. 35262 titles. 0:00:11.554024
* sat done with page_titles sitelinks. 5433 titles. 0:00:10.857263
* sr done with page_titles sitelinks. 104948 titles. 0:00:14.798814
* srn done with page_titles sitelinks. 1313 titles. 0:00:12.971317
* ss done with page_titles sitelinks. 1080 titles. 0:00:12.536529
* st done with page_titles sitelinks. 1213 titles. 0:00:12.127512
* stq done with page_titles sitelinks. 4104 titles. 0:00:12.656032
* su done with page_titles sitelinks. 14460 titles. 0:00:11.652795
* sv done with page_titles sitelinks. 204989 titles. 0:00:26.720349
* sw done with page_titles sitelinks. 27317 titles. 0:00:14.596694
* szl done with page_titles sitelinks. 6721 titles. 0:00:11.342139
* ta done with page_titles sitelinks. 47535 titles. 0:00:12.022234
* tcy done with page_titles sitelinks. 1444 titles. 0:00:10.815555
* te done with page_titles sitelinks. 22070 titles. 0:00:11.348819
502660 intersections calculated.
* tet done with page_titles sitelinks. 1489 titles. 0:00:11.410526
* tg done with page_titles sitelinks. 22682 titles. 0:00:12.379310
* th done with page_titles sitelinks. 49663 titles. 0:00:14.965251
* ti done with page_titles sitelinks. 509 titles. 0:00:11.182846
* tk done with page_titles sitelinks. 5123 titles. 0:00:11.039673
* tl done with page_titles sitelinks. 33884 titles. 0:00:11.401600
* tn done with page_titles sitelinks. 1156 titles. 0:00:10.854455
* to done with page_titles sitelinks. 596 titles. 0:00:10.882260
* tpi done with page_titles sitelinks. 1893 titles. 0:00:11.182198
* tr done with page_titles sitelinks. 109027 titles. 0:00:13.440154
* ts done with page_titles sitelinks. 1169 titles. 0:00:11.429612
* tt done with page_titles sitelinks. 24040 titles. 0:00:12.194881
* tum done with page_titles sitelinks. 683 titles. 0:00:11.266152
* tw done with page_titles sitelinks. 1007 titles. 0:00:11.234135
* ty done with page_titles sitelinks. 1180 titles. 0:00:11.080288
* tyv done with page_titles sitelinks. 1535 titles. 0:00:11.150372
* udm done with page_titles sitelinks. 3602 titles. 0:00:10.904656
* ug done with page_titles sitelinks. 4078 titles. 0:00:10.902080
* uk done with page_titles sitelinks. 192857 titles. 0:00:16.619457
* ur done with page_titles sitelinks. 63434 titles. 0:00:13.781570
502660 intersections calculated.
* uz done with page_titles sitelinks. 39476 titles. 0:00:12.899565
* ve done with page_titles sitelinks. 677 titles. 0:00:10.821228
* vec done with page_titles sitelinks. 21001 titles. 0:00:11.168568
* vep done with page_titles sitelinks. 5514 titles. 0:00:10.803971
* vi done with page_titles sitelinks. 110697 titles. 0:00:17.205573
* vls done with page_titles sitelinks. 4537 titles. 0:00:12.077113
* vo done with page_titles sitelinks. 27644 titles. 0:00:12.603197
* wa done with page_titles sitelinks. 5918 titles. 0:00:10.954441
* war done with page_titles sitelinks. 46940 titles. 0:00:14.970274
* wo done with page_titles sitelinks. 1789 titles. 0:00:11.218270
* wuu done with page_titles sitelinks. 24107 titles. 0:00:11.168174
* xal done with page_titles sitelinks. 2940 titles. 0:00:10.973016
* xh done with page_titles sitelinks. 1567 titles. 0:00:11.243068
* xmf done with page_titles sitelinks. 12449 titles. 0:00:11.451649
* yi done with page_titles sitelinks. 10110 titles. 0:00:11.568033
* yo done with page_titles sitelinks. 16320 titles. 0:00:11.950727
* za done with page_titles sitelinks. 2695 titles. 0:00:11.189817
* zea done with page_titles sitelinks. 3459 titles. 0:00:12.085506
* zh done with page_titles sitelinks. 200038 titles. 0:00:17.961361
* zh_classical done with page_titles sitelinks. 6431 titles. 0:00:11.457252
502660 intersections calculated.
* zh_yue done with page_titles sitelinks. 36702 titles. 0:00:12.448127
* zu done with page_titles sitelinks. 3328 titles. 0:00:10.899741
* shn done with page_titles sitelinks. 1465 titles. 0:00:11.273556
* hyw done with page_titles sitelinks. 6530 titles. 0:00:11.249489
* mnw done with page_titles sitelinks. 390 titles. 0:00:11.177848
* nqo done with page_titles sitelinks. 530 titles. 0:00:11.158572
* ban done with page_titles sitelinks. 4111 titles. 0:00:11.339543
* gcr done with page_titles sitelinks. 2341 titles. 0:00:11.141539
* szy done with page_titles sitelinks. 1374 titles. 0:00:11.310354
226197 intersections calculated.
aa	Afar	0:00:28.371203	done	2020-08-25 09:17:37.168165
ab	Abkhaz	0:00:27.572830	done	2020-08-25 09:18:04.743038
ace	Acehnese	0:00:14.132758	done	2020-08-25 09:18:18.883075
ady	Adyghe	0:00:12.332038	done	2020-08-25 09:18:31.215713
af	Afrikaans	0:00:21.232807	done	2020-08-25 09:18:52.449202
ak	Akan language	0:00:11.002835	done	2020-08-25 09:19:03.452366
als	Alemannic	0:00:14.113868	done	2020-08-25 09:19:17.566625
am	Amharic	0:00:11.626908	done	2020-08-25 09:19:29.193851
an	Aragonese	0:00:16.825738	done	2020-08-25 09:19:46.019933
ang	Old English	0:00:14.622530	done	2020-08-25 09:20:00.643320
ar	Arabic	0:01:16.147182	done	2020-08-25 09:21:16.791755
arc	Aramaic	0:00:11.341637	done	2020-08-25 09:21:28.134502
arz	Egyptian Arabic	0:00:39.942887	done	2020-08-25 09:22:08.077973
as	Assamese	0:00:11.816369	done	2020-08-25 09:22:19.895412
ast	Asturian	0:00:33.426486	done	2020-08-25 09:22:53.322387
atj	Atikamekw	0:00:13.326461	done	2020-08-25 09:23:06.649756
av	Avar	0:00:12.876783	done	2020-08-25 09:23:19.526943
ay	Aymara	0:00:12.909745	done	2020-08-25 09:23:32.437068
az	Azerbaijani	0:00:23.012522	done	2020-08-25 09:23:55.449975
azb	South Azerbaijani	0:00:26.330703	done	2020-08-25 09:24:21.781307
ba	Bashkir language	0:00:14.276750	done	2020-08-25 09:24:36.058357
bar	Bavarian language	0:00:16.270587	done	2020-08-25 09:24:52.329289
bat_smg	Samogitian	0:00:12.690062	done	2020-08-25 09:25:05.019927
bcl	Central Bikol	0:00:12.886463	done	2020-08-25 09:25:17.907162
be	Belarusian	0:00:28.269263	done	2020-08-25 09:25:46.177466
be_x_old	Taraškievica	0:00:20.389771	done	2020-08-25 09:26:06.568913
bg	Bulgarian	0:00:40.976989	done	2020-08-25 09:26:47.546295
bh	Bihari languages	0:00:13.549010	done	2020-08-25 09:27:01.096387
bi	Bislama	0:00:11.968248	done	2020-08-25 09:27:13.065227
bjn	Banjar	0:00:13.327264	done	2020-08-25 09:27:26.392811
bm	Bambara	0:00:11.639263	done	2020-08-25 09:27:38.033189
bn	Bengali	0:00:22.865783	done	2020-08-25 09:28:00.899548
bo	Tibetan	0:00:13.814928	done	2020-08-25 09:28:14.714920
bpy	Bishnupriya Manipuri	0:00:13.765519	done	2020-08-25 09:28:28.480756
br	Breton	0:00:21.015854	done	2020-08-25 09:28:49.497756
bs	Bosnian	0:00:17.472561	done	2020-08-25 09:29:06.971047
bug	Buginese	0:00:12.501121	done	2020-08-25 09:29:19.472494
bxr	Buryat	0:00:11.561224	done	2020-08-25 09:29:31.034356
ca	Catalan	0:00:54.531185	done	2020-08-25 09:30:25.566560
cbk_zam	Chavacano	0:00:11.413248	done	2020-08-25 09:30:36.980937
cdo	Min Dong	0:00:11.867704	done	2020-08-25 09:30:48.848997
ce	Chechen	0:00:16.058097	done	2020-08-25 09:31:04.907651
ceb	Cebuano	0:00:43.513007	done	2020-08-25 09:31:48.421503
ch	Chamorro	0:00:11.210960	done	2020-08-25 09:31:59.632848
cho	Choctaw	0:00:11.250639	done	2020-08-25 09:32:10.883804
chr	Cherokee	0:00:11.339510	done	2020-08-25 09:32:22.223813
chy	Cheyenne	0:00:11.179513	done	2020-08-25 09:32:33.404650
ckb	Central Kurdish	0:00:13.748077	done	2020-08-25 09:32:47.153447
co	Corsican	0:00:13.574506	done	2020-08-25 09:33:00.728331
cr	Cree	0:00:10.647771	done	2020-08-25 09:33:11.376422
crh	Crimean Tatar	0:00:12.978185	done	2020-08-25 09:33:24.354965
cs	Czech	0:00:43.734365	done	2020-08-25 09:34:08.090009
csb	Kashubian	0:00:11.786386	done	2020-08-25 09:34:19.877540
cu	Old Church Slavonic	0:00:10.841208	done	2020-08-25 09:34:30.719041
cv	Chuvash	0:00:13.521071	done	2020-08-25 09:34:44.240440
cy	Welsh	0:00:20.400255	done	2020-08-25 09:35:04.641924
da	Danish	0:00:35.923084	done	2020-08-25 09:35:40.565639
de	German	0:02:32.126898	done	2020-08-25 09:38:12.693663
din	Dinka	0:00:12.113232	done	2020-08-25 09:38:24.807497
diq	Zazaki	0:00:13.106640	done	2020-08-25 09:38:37.914750
dsb	Lower Sorbian	0:00:11.682884	done	2020-08-25 09:38:49.597976
dty	Doteli language	0:00:11.464997	done	2020-08-25 09:39:01.063413
dv	Maldivian	0:00:11.106800	done	2020-08-25 09:39:12.170551
dz	Dzongkha	0:00:11.978066	done	2020-08-25 09:39:24.148953
ee	Ewe	0:00:12.535466	done	2020-08-25 09:39:36.684792
el	Greek	0:00:27.982400	done	2020-08-25 09:40:04.667614
eml	Emilian-Romagnol	0:00:12.351307	done	2020-08-25 09:40:17.019338
en	English	0:06:42.067621	done	2020-08-25 09:46:59.088127
eo	Esperanto	0:00:35.382959	done	2020-08-25 09:47:34.471993
es	Spanish	0:02:20.542281	done	2020-08-25 09:49:55.015162
et	Estonian	0:00:30.693317	done	2020-08-25 09:50:25.710041
eu	Basque	0:00:34.608254	done	2020-08-25 09:51:00.318873
ext	Extremaduran	0:00:11.878017	done	2020-08-25 09:51:12.197278
fa	Persian	0:00:54.215560	done	2020-08-25 09:52:06.413296
ff	Fula	0:00:10.843109	done	2020-08-25 09:52:17.257038
fi	Finnish	0:00:46.460324	done	2020-08-25 09:53:03.717683
fiu_vro	Võro	0:00:12.413118	done	2020-08-25 09:53:16.132556
fj	Fijian	0:00:11.171216	done	2020-08-25 09:53:27.304134
fo	Faroese	0:00:13.029009	done	2020-08-25 09:53:40.333761
fr	French	0:02:51.061471	done	2020-08-25 09:56:31.396197
frp	Franco-Provençal	0:00:13.430559	done	2020-08-25 09:56:44.827447
frr	North Frisian	0:00:12.445465	done	2020-08-25 09:56:57.273219
fur	Friulian	0:00:13.913871	done	2020-08-25 09:57:11.187608
fy	West Frisian	0:00:15.384879	done	2020-08-25 09:57:26.573051
ga	Irish	0:00:26.562501	done	2020-08-25 09:57:53.136034
gag	Gagauz	0:00:13.024553	done	2020-08-25 09:58:06.161284
gan	Gan	0:00:12.387146	done	2020-08-25 09:58:18.549374
gd	Scottish Gaelic	0:00:14.451244	done	2020-08-25 09:58:33.000999
gl	Galician	0:00:26.150393	done	2020-08-25 09:58:59.151715
glk	Gilaki	0:00:11.252248	done	2020-08-25 09:59:10.404334
gn	Guarani	0:00:11.498166	done	2020-08-25 09:59:21.904218
gom	Goan Konkani	0:00:11.260973	done	2020-08-25 09:59:33.165702
gor	Gorontalo	0:00:11.490035	done	2020-08-25 09:59:44.656058
got	Gothic	0:00:11.127410	done	2020-08-25 09:59:55.783800
gu	Gujarati	0:00:13.794154	done	2020-08-25 10:00:09.579153
gv	Manx	0:00:11.705375	done	2020-08-25 10:00:21.285204
ha	Hausa	0:00:11.587428	done	2020-08-25 10:00:32.873029
hak	Hakka	0:00:13.558146	done	2020-08-25 10:00:46.432230
haw	Hawaiian	0:00:13.699842	done	2020-08-25 10:01:00.132586
he	Hebrew	0:00:33.494799	done	2020-08-25 10:01:33.627905
hi	Hindi	0:00:20.523584	done	2020-08-25 10:01:54.152314
hif	Fiji Hindi	0:00:12.766195	done	2020-08-25 10:02:06.919322
ho	Hiri Motu	0:00:10.683498	done	2020-08-25 10:02:17.603122
hr	Croatian	0:00:27.317250	done	2020-08-25 10:02:44.920684
hsb	Upper Sorbian	0:00:12.571698	done	2020-08-25 10:02:57.493025
