page_title,page_id,rc_timestamp,Bytes,actor_name,Editor Edit Type,qitem,iso3166,iso31662,region,gender,ethnic_group,sexual_orientation,ccc_binary,num_editors,num_pageviews,date_created,num_inlinks,num_outlinks,num_inlinks_from_CCC,num_outlinks_to_CCC,num_inlinks_from_women,num_outlinks_to_women,num_references,num_discussions,num_bytes,num_wdproperty,num_interwiki,num_images,wikirank
List_of_programs_broadcast_by_Colors,18531972,20201124224343,33469.0,92.11.148.43,editor,Q6635186,,,,,,,,295.0,4990.0,20080721221425.0,557.0,586.0,171.0,142.0,2.0,0.0,84.0,5.0,32973.0,2.0,2.0,,57.171
Cinema_4D,399759,20201124224343,20335.0,ClueBot III,editor,Q1092448,,,,,,,,243.0,907.0,20031213084755.0,181.0,198.0,50.0,64.0,1.0,0.0,31.0,40.0,18071.0,14.0,24.0,1.0,34.635
Cinema_4D,399759,20201124224343,20335.0,ClueBot III,editor,Q1092448,,,,,,,,243.0,907.0,20031213084755.0,181.0,198.0,50.0,64.0,1.0,0.0,31.0,40.0,18071.0,14.0,24.0,1.0,34.635
Cinema_4D,399759,20201124224343,20335.0,Tom.Reding,editor,Q1092448,,,,,,,,243.0,907.0,20031213084755.0,181.0,198.0,50.0,64.0,1.0,0.0,31.0,40.0,18071.0,14.0,24.0,1.0,34.635
Cinema_4D,399759,20201124224343,20335.0,92.11.148.43,editor,Q1092448,,,,,,,,243.0,907.0,20031213084755.0,181.0,198.0,50.0,64.0,1.0,0.0,31.0,40.0,18071.0,14.0,24.0,1.0,34.635
Uncle_Buck,657764,20201124224342,12974.0,Cocô53,editor,Q609091,,,,,,,1.0,265.0,3005.0,20040516041302.0,121.0,108.0,84.0,93.0,9.0,7.0,13.0,47.0,12771.0,72.0,16.0,1.0,31.26
Uncle_Buck,657764,20201124224342,12974.0,LizzieBabes419,editor,Q609091,,,,,,,1.0,265.0,3005.0,20040516041302.0,121.0,108.0,84.0,93.0,9.0,7.0,13.0,47.0,12771.0,72.0,16.0,1.0,31.26
Kiril_Popov_(footballer),65930689,20201124224342,2749.0,Cocô53,editor,,,,,,,,,,,,,,,,,,,,,,,,
Kiril_Popov_(footballer),65930689,20201124224342,2749.0,LizzieBabes419,editor,,,,,,,,,,,,,,,,,,,,,,,,
Shoaib_Sultan_Khan,33401105,20201124224341,39941.0,TheRedundancy125,editor,Q7499717,,,,Q6581097,,,1.0,57.0,24.0,20111013201628.0,17.0,138.0,8.0,74.0,2.0,4.0,122.0,8.0,41161.0,21.0,0.0,1.0,67.825
Shoaib_Sultan_Khan,33401105,20201124224341,39941.0,Dawnseeker2000,editor,Q7499717,,,,Q6581097,,,1.0,57.0,24.0,20111013201628.0,17.0,138.0,8.0,74.0,2.0,4.0,122.0,8.0,41161.0,21.0,0.0,1.0,67.825
Bridgette_Wilson,1697141,20201124224341,9725.0,TheRedundancy125,editor,Q238432,,,,Q6581072,,Q1035954,1.0,221.0,5362.0,20050405185908.0,136.0,123.0,87.0,98.0,52.0,51.0,21.0,26.0,9598.0,54.0,26.0,1.0,31.884
Bridgette_Wilson,1697141,20201124224341,9725.0,Dawnseeker2000,editor,Q238432,,,,Q6581072,,Q1035954,1.0,221.0,5362.0,20050405185908.0,136.0,123.0,87.0,98.0,52.0,51.0,21.0,26.0,9598.0,54.0,26.0,1.0,31.884
Cody_Rhodes,6877384,20201124224340,167201.0,Nealvipperman,editor,Q299222,,,,Q6581097,,Q1035954,1.0,1280.0,7343.0,20060907020039.0,1006.0,941.0,764.0,682.0,45.0,41.0,357.0,294.0,167139.0,38.0,32.0,3.0,100.0
Movement_for_a_Socialist_Alternative_(Nigeria),65625922,20201124224339,6632.0,FobTown,editor,,,,,,,,,,,,,,,,,,,,6043.0,,,,
Movement_for_a_Socialist_Alternative_(Nigeria),65625922,20201124224339,6632.0,Bohemian Baltimore,editor,,,,,,,,,,,,,,,,,,,,6043.0,,,,
Movement_for_a_Socialist_Alternative_(Nigeria),65625922,20201124224339,6632.0,190.104.245.183,editor,,,,,,,,,,,,,,,,,,,,6043.0,,,,
Fabiola_Yáñez,63884059,20201124224339,10893.0,FobTown,editor,Q72756276,,,,Q6581072,,,0.0,7.0,313.0,20200507072329.0,6.0,47.0,0.0,2.0,1.0,5.0,19.0,2.0,10884.0,9.0,3.0,1.0,
Fabiola_Yáñez,63884059,20201124224339,10893.0,Bohemian Baltimore,editor,Q72756276,,,,Q6581072,,,0.0,7.0,313.0,20200507072329.0,6.0,47.0,0.0,2.0,1.0,5.0,19.0,2.0,10884.0,9.0,3.0,1.0,
Fabiola_Yáñez,63884059,20201124224339,10893.0,190.104.245.183,editor,Q72756276,,,,Q6581072,,,0.0,7.0,313.0,20200507072329.0,6.0,47.0,0.0,2.0,1.0,5.0,19.0,2.0,10884.0,9.0,3.0,1.0,
Cannabis_cultivation,2051423,20201124224339,73322.0,FobTown,editor,Q456349,,,,,,,,457.0,1300.0,20050615160620.0,411.0,603.0,95.0,60.0,4.0,0.0,54.0,289.0,72506.0,5.0,6.0,1.0,66.16
Cannabis_cultivation,2051423,20201124224339,73322.0,Bohemian Baltimore,editor,Q456349,,,,,,,,457.0,1300.0,20050615160620.0,411.0,603.0,95.0,60.0,4.0,0.0,54.0,289.0,72506.0,5.0,6.0,1.0,66.16
Cannabis_cultivation,2051423,20201124224339,73322.0,190.104.245.183,editor,Q456349,,,,,,,,457.0,1300.0,20050615160620.0,411.0,603.0,95.0,60.0,4.0,0.0,54.0,289.0,72506.0,5.0,6.0,1.0,66.16
John_E._Ferling,23501054,20201124224338,8707.0,Johnuniq,bot,Q6230730,,,,Q6581097,,,1.0,30.0,29.0,20090705191700.0,41.0,29.0,29.0,11.0,0.0,0.0,54.0,8.0,8708.0,28.0,0.0,1.0,35.072
John_E._Ferling,23501054,20201124224338,8707.0,Kbrose,bot,Q6230730,,,,Q6581097,,,1.0,30.0,29.0,20090705191700.0,41.0,29.0,29.0,11.0,0.0,0.0,54.0,8.0,8708.0,28.0,0.0,1.0,35.072
John_E._Ferling,23501054,20201124224338,8707.0,Ser Amantio di Nicolao,bot,Q6230730,,,,Q6581097,,,1.0,30.0,29.0,20090705191700.0,41.0,29.0,29.0,11.0,0.0,0.0,54.0,8.0,8708.0,28.0,0.0,1.0,35.072
John_E._Ferling,23501054,20201124224338,8707.0,79.26.16.142,bot,Q6230730,,,,Q6581097,,,1.0,30.0,29.0,20090705191700.0,41.0,29.0,29.0,11.0,0.0,0.0,54.0,8.0,8708.0,28.0,0.0,1.0,35.072
John_E._Ferling,23501054,20201124224338,8707.0,Dthomsen8,bot,Q6230730,,,,Q6581097,,,1.0,30.0,29.0,20090705191700.0,41.0,29.0,29.0,11.0,0.0,0.0,54.0,8.0,8708.0,28.0,0.0,1.0,35.072
John_E._Ferling,23501054,20201124224338,8707.0,Ser Amantio di Nicolao,bot,Q6230730,,,,Q6581097,,,1.0,30.0,29.0,20090705191700.0,41.0,29.0,29.0,11.0,0.0,0.0,54.0,8.0,8708.0,28.0,0.0,1.0,35.072
John_E._Ferling,23501054,20201124224338,8707.0,WikiCleanerBot,bot,Q6230730,,,,Q6581097,,,1.0,30.0,29.0,20090705191700.0,41.0,29.0,29.0,11.0,0.0,0.0,54.0,8.0,8708.0,28.0,0.0,1.0,35.072
John_E._Ferling,23501054,20201124224338,8707.0,Ser Amantio di Nicolao,bot,Q6230730,,,,Q6581097,,,1.0,30.0,29.0,20090705191700.0,41.0,29.0,29.0,11.0,0.0,0.0,54.0,8.0,8708.0,28.0,0.0,1.0,35.072
John_E._Ferling,23501054,20201124224338,8707.0,Ser Amantio di Nicolao,bot,Q6230730,,,,Q6581097,,,1.0,30.0,29.0,20090705191700.0,41.0,29.0,29.0,11.0,0.0,0.0,54.0,8.0,8708.0,28.0,0.0,1.0,35.072
List_of_career_achievements_by_Cristiano_Ronaldo,52828443,20201124224338,241131.0,Johnuniq,editor,Q28408145,,,,,,,,136.0,4089.0,20170110153857.0,10.0,648.0,2.0,141.0,0.0,1.0,459.0,19.0,243475.0,2.0,4.0,2.0,95.959
List_of_career_achievements_by_Cristiano_Ronaldo,52828443,20201124224338,241131.0,Kbrose,editor,Q28408145,,,,,,,,136.0,4089.0,20170110153857.0,10.0,648.0,2.0,141.0,0.0,1.0,459.0,19.0,243475.0,2.0,4.0,2.0,95.959
List_of_career_achievements_by_Cristiano_Ronaldo,52828443,20201124224338,241131.0,Ser Amantio di Nicolao,editor,Q28408145,,,,,,,,136.0,4089.0,20170110153857.0,10.0,648.0,2.0,141.0,0.0,1.0,459.0,19.0,243475.0,2.0,4.0,2.0,95.959
List_of_career_achievements_by_Cristiano_Ronaldo,52828443,20201124224338,241131.0,79.26.16.142,editor,Q28408145,,,,,,,,136.0,4089.0,20170110153857.0,10.0,648.0,2.0,141.0,0.0,1.0,459.0,19.0,243475.0,2.0,4.0,2.0,95.959
List_of_career_achievements_by_Cristiano_Ronaldo,52828443,20201124224338,241131.0,Dthomsen8,editor,Q28408145,,,,,,,,136.0,4089.0,20170110153857.0,10.0,648.0,2.0,141.0,0.0,1.0,459.0,19.0,243475.0,2.0,4.0,2.0,95.959
List_of_career_achievements_by_Cristiano_Ronaldo,52828443,20201124224338,241131.0,Ser Amantio di Nicolao,editor,Q28408145,,,,,,,,136.0,4089.0,20170110153857.0,10.0,648.0,2.0,141.0,0.0,1.0,459.0,19.0,243475.0,2.0,4.0,2.0,95.959
List_of_career_achievements_by_Cristiano_Ronaldo,52828443,20201124224338,241131.0,WikiCleanerBot,editor,Q28408145,,,,,,,,136.0,4089.0,20170110153857.0,10.0,648.0,2.0,141.0,0.0,1.0,459.0,19.0,243475.0,2.0,4.0,2.0,95.959
List_of_career_achievements_by_Cristiano_Ronaldo,52828443,20201124224338,241131.0,Ser Amantio di Nicolao,editor,Q28408145,,,,,,,,136.0,4089.0,20170110153857.0,10.0,648.0,2.0,141.0,0.0,1.0,459.0,19.0,243475.0,2.0,4.0,2.0,95.959
List_of_career_achievements_by_Cristiano_Ronaldo,52828443,20201124224338,241131.0,Ser Amantio di Nicolao,editor,Q28408145,,,,,,,,136.0,4089.0,20170110153857.0,10.0,648.0,2.0,141.0,0.0,1.0,459.0,19.0,243475.0,2.0,4.0,2.0,95.959
Area_codes_678_and_470,4102185,20201124224338,6008.0,Johnuniq,editor,Q3150350,US,US-GA,Americas,,,,1.0,64.0,1059.0,20060217060733.0,81.0,66.0,67.0,48.0,0.0,0.0,21.0,9.0,6087.0,4.0,1.0,,15.046
Area_codes_678_and_470,4102185,20201124224338,6008.0,Kbrose,editor,Q3150350,US,US-GA,Americas,,,,1.0,64.0,1059.0,20060217060733.0,81.0,66.0,67.0,48.0,0.0,0.0,21.0,9.0,6087.0,4.0,1.0,,15.046
Area_codes_678_and_470,4102185,20201124224338,6008.0,Ser Amantio di Nicolao,editor,Q3150350,US,US-GA,Americas,,,,1.0,64.0,1059.0,20060217060733.0,81.0,66.0,67.0,48.0,0.0,0.0,21.0,9.0,6087.0,4.0,1.0,,15.046
Area_codes_678_and_470,4102185,20201124224338,6008.0,79.26.16.142,editor,Q3150350,US,US-GA,Americas,,,,1.0,64.0,1059.0,20060217060733.0,81.0,66.0,67.0,48.0,0.0,0.0,21.0,9.0,6087.0,4.0,1.0,,15.046
Area_codes_678_and_470,4102185,20201124224338,6008.0,Dthomsen8,editor,Q3150350,US,US-GA,Americas,,,,1.0,64.0,1059.0,20060217060733.0,81.0,66.0,67.0,48.0,0.0,0.0,21.0,9.0,6087.0,4.0,1.0,,15.046
Area_codes_678_and_470,4102185,20201124224338,6008.0,Ser Amantio di Nicolao,editor,Q3150350,US,US-GA,Americas,,,,1.0,64.0,1059.0,20060217060733.0,81.0,66.0,67.0,48.0,0.0,0.0,21.0,9.0,6087.0,4.0,1.0,,15.046
Area_codes_678_and_470,4102185,20201124224338,6008.0,WikiCleanerBot,editor,Q3150350,US,US-GA,Americas,,,,1.0,64.0,1059.0,20060217060733.0,81.0,66.0,67.0,48.0,0.0,0.0,21.0,9.0,6087.0,4.0,1.0,,15.046
Area_codes_678_and_470,4102185,20201124224338,6008.0,Ser Amantio di Nicolao,editor,Q3150350,US,US-GA,Americas,,,,1.0,64.0,1059.0,20060217060733.0,81.0,66.0,67.0,48.0,0.0,0.0,21.0,9.0,6087.0,4.0,1.0,,15.046
Area_codes_678_and_470,4102185,20201124224338,6008.0,Ser Amantio di Nicolao,editor,Q3150350,US,US-GA,Americas,,,,1.0,64.0,1059.0,20060217060733.0,81.0,66.0,67.0,48.0,0.0,0.0,21.0,9.0,6087.0,4.0,1.0,,15.046
Max_Scheler,796629,20201124224338,37366.0,Johnuniq,editor,Q76521,,,,Q6581097,,,0.0,150.0,277.0,20040708063647.0,202.0,277.0,18.0,30.0,4.0,3.0,52.0,22.0,36127.0,94.0,55.0,,45.317
Max_Scheler,796629,20201124224338,37366.0,Kbrose,editor,Q76521,,,,Q6581097,,,0.0,150.0,277.0,20040708063647.0,202.0,277.0,18.0,30.0,4.0,3.0,52.0,22.0,36127.0,94.0,55.0,,45.317
Max_Scheler,796629,20201124224338,37366.0,Ser Amantio di Nicolao,editor,Q76521,,,,Q6581097,,,0.0,150.0,277.0,20040708063647.0,202.0,277.0,18.0,30.0,4.0,3.0,52.0,22.0,36127.0,94.0,55.0,,45.317
Max_Scheler,796629,20201124224338,37366.0,79.26.16.142,editor,Q76521,,,,Q6581097,,,0.0,150.0,277.0,20040708063647.0,202.0,277.0,18.0,30.0,4.0,3.0,52.0,22.0,36127.0,94.0,55.0,,45.317
Max_Scheler,796629,20201124224338,37366.0,Dthomsen8,editor,Q76521,,,,Q6581097,,,0.0,150.0,277.0,20040708063647.0,202.0,277.0,18.0,30.0,4.0,3.0,52.0,22.0,36127.0,94.0,55.0,,45.317
Max_Scheler,796629,20201124224338,37366.0,Ser Amantio di Nicolao,editor,Q76521,,,,Q6581097,,,0.0,150.0,277.0,20040708063647.0,202.0,277.0,18.0,30.0,4.0,3.0,52.0,22.0,36127.0,94.0,55.0,,45.317
Max_Scheler,796629,20201124224338,37366.0,WikiCleanerBot,editor,Q76521,,,,Q6581097,,,0.0,150.0,277.0,20040708063647.0,202.0,277.0,18.0,30.0,4.0,3.0,52.0,22.0,36127.0,94.0,55.0,,45.317
Max_Scheler,796629,20201124224338,37366.0,Ser Amantio di Nicolao,editor,Q76521,,,,Q6581097,,,0.0,150.0,277.0,20040708063647.0,202.0,277.0,18.0,30.0,4.0,3.0,52.0,22.0,36127.0,94.0,55.0,,45.317
Max_Scheler,796629,20201124224338,37366.0,Ser Amantio di Nicolao,editor,Q76521,,,,Q6581097,,,0.0,150.0,277.0,20040708063647.0,202.0,277.0,18.0,30.0,4.0,3.0,52.0,22.0,36127.0,94.0,55.0,,45.317
François_Picavet,3893824,20201124224338,2483.0,Johnuniq,editor,Q3085558,,,,Q6581097,,,0.0,17.0,3.0,20060130090750.0,11.0,22.0,1.0,2.0,1.0,0.0,17.0,8.0,1392.0,40.0,4.0,,3.419
François_Picavet,3893824,20201124224338,2483.0,Kbrose,editor,Q3085558,,,,Q6581097,,,0.0,17.0,3.0,20060130090750.0,11.0,22.0,1.0,2.0,1.0,0.0,17.0,8.0,1392.0,40.0,4.0,,3.419
François_Picavet,3893824,20201124224338,2483.0,Ser Amantio di Nicolao,editor,Q3085558,,,,Q6581097,,,0.0,17.0,3.0,20060130090750.0,11.0,22.0,1.0,2.0,1.0,0.0,17.0,8.0,1392.0,40.0,4.0,,3.419
François_Picavet,3893824,20201124224338,2483.0,79.26.16.142,editor,Q3085558,,,,Q6581097,,,0.0,17.0,3.0,20060130090750.0,11.0,22.0,1.0,2.0,1.0,0.0,17.0,8.0,1392.0,40.0,4.0,,3.419
François_Picavet,3893824,20201124224338,2483.0,Dthomsen8,editor,Q3085558,,,,Q6581097,,,0.0,17.0,3.0,20060130090750.0,11.0,22.0,1.0,2.0,1.0,0.0,17.0,8.0,1392.0,40.0,4.0,,3.419
François_Picavet,3893824,20201124224338,2483.0,Ser Amantio di Nicolao,editor,Q3085558,,,,Q6581097,,,0.0,17.0,3.0,20060130090750.0,11.0,22.0,1.0,2.0,1.0,0.0,17.0,8.0,1392.0,40.0,4.0,,3.419
François_Picavet,3893824,20201124224338,2483.0,WikiCleanerBot,editor,Q3085558,,,,Q6581097,,,0.0,17.0,3.0,20060130090750.0,11.0,22.0,1.0,2.0,1.0,0.0,17.0,8.0,1392.0,40.0,4.0,,3.419
François_Picavet,3893824,20201124224338,2483.0,Ser Amantio di Nicolao,editor,Q3085558,,,,Q6581097,,,0.0,17.0,3.0,20060130090750.0,11.0,22.0,1.0,2.0,1.0,0.0,17.0,8.0,1392.0,40.0,4.0,,3.419
François_Picavet,3893824,20201124224338,2483.0,Ser Amantio di Nicolao,editor,Q3085558,,,,Q6581097,,,0.0,17.0,3.0,20060130090750.0,11.0,22.0,1.0,2.0,1.0,0.0,17.0,8.0,1392.0,40.0,4.0,,3.419
Friedrich_Adolf_Trendelenburg,1284870,20201124224338,16026.0,Johnuniq,editor,Q61280,,,,Q6581097,,,0.0,61.0,49.0,20041216104126.0,116.0,82.0,8.0,4.0,2.0,0.0,29.0,12.0,16046.0,68.0,16.0,1.0,39.152
Friedrich_Adolf_Trendelenburg,1284870,20201124224338,16026.0,Kbrose,editor,Q61280,,,,Q6581097,,,0.0,61.0,49.0,20041216104126.0,116.0,82.0,8.0,4.0,2.0,0.0,29.0,12.0,16046.0,68.0,16.0,1.0,39.152
Friedrich_Adolf_Trendelenburg,1284870,20201124224338,16026.0,Ser Amantio di Nicolao,editor,Q61280,,,,Q6581097,,,0.0,61.0,49.0,20041216104126.0,116.0,82.0,8.0,4.0,2.0,0.0,29.0,12.0,16046.0,68.0,16.0,1.0,39.152
